date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:45:33	23496/23496	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/index/registration_mobile.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/index/registration_mobile.webp	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:33	1576/1576	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/icons/income_icon.svg	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/icons/income_icon.svg	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:34	1611/1611	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/icons/icon_expenses.svg	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/icons/icon_expenses.svg	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:34	3690/3690	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/index/monthly_Graph.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/index/monthly_Graph.webp	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:34	41358/41358	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/index/download_Img.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/index/download_Img.webp	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:34	1511/1511	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/icons/apple.svg	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/icons/apple.svg	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:35	28636/28636	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/icons/playstore.svg	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/icons/playstore.svg	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:35	11088/11088	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/index/sender.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/index/sender.webp	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:35	2468/2468	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/index/reciever.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/index/reciever.webp	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:35	843/843	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/icons/flag1.svg	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/icons/flag1.svg	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:35	418/418	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/icons/telegram.png	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/icons/telegram.png	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:36	2429/2429	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/icons/flag2.svg	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/icons/flag2.svg	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:36	31030/31030	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/index/benefitsMobile.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/index/benefitsMobile.webp	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:36	1243/1243	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/icons/comma.svg	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/icons/comma.svg	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:36	9176/9176	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/index/testimonial_1.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/index/testimonial_1.webp	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:37	2620/2620	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/index/testimonial_3.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/index/testimonial_3.webp	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:37	22960/22960	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/index/pricing_card.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/index/pricing_card.webp	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:37	17068/17068	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/index/blog_img1.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/index/blog_img1.webp	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:37	24404/24404	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/index/blog_img2.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/index/blog_img2.webp	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:38	23560/23560	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/index/blog_img3.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/index/blog_img3.webp	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:38	40952/40952	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/index/faqsGirl.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/index/faqsGirl.webp	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:38	92325/92325	---M--	200	added ('OK')	image/gif	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/icons/Confirmation_1.gif	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/icons/Confirmation_1.gif	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:38	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267d49e82-4d7%22	https://html-templates.evonicmedia.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:39	60089/60089	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/js/javascript-lib/bootstrap.min.js	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/js/javascript-lib/bootstrap.min.js	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:39	97163/97163	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/js/jquery.js	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/js/jquery.js	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:39	53146/53146	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/js/slick.min.js	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/js/slick.min.js	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:39	10459/10459	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/js/custom.js	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/js/custom.js	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:39	14239/14239	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/js/aos.js	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/js/aos.js	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:40	12332/12332	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267d49e82-302c%22	https://html-templates.evonicmedia.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:40	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2024%20Mar%202025%2012:45:38%20GMT	https://html-templates.evonicmedia.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:40	8492/8492	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Mar%202025%2012:45:38%20GMT	https://html-templates.evonicmedia.com/cdn-cgi/challenge-platform/h/b/scripts/jsd/708f7a809116/main.js?	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/cdn-cgi/challenge-platform/h/b/scripts/jsd/708f7a809116/maind41d.js	(from https://html-templates.evonicmedia.com/finteezy/index.html)
19:45:41	941/941	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/logo2.svg	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/logo2.svg	(from https://html-templates.evonicmedia.com/finteezy/assets/css/style.css)
19:45:41	12772/12772	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/icons/botted_circle.svg	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/icons/botted_circle.svg	(from https://html-templates.evonicmedia.com/finteezy/assets/css/style.css)
19:45:42	108000/108000	---M--	200	added ('OK')	font/woff2	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/webfonts/fa-brands-400.woff2	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/webfonts/fa-brands-400.woff2	(from https://html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/icon/font-awesome.min.css)
19:45:43	187448/187448	---MCZ	200	added ('OK')	font/ttf	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/webfonts/fa-brands-400.ttf	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/webfonts/fa-brands-400.ttf	(from https://html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/icon/font-awesome.min.css)
19:45:44	24840/24840	---M--	200	added ('OK')	font/woff2	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/webfonts/fa-regular-400.woff2	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/webfonts/fa-regular-400.woff2	(from https://html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/icon/font-awesome.min.css)
19:45:45	63728/63728	---MCZ	200	added ('OK')	font/ttf	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/webfonts/fa-regular-400.ttf	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/webfonts/fa-regular-400.ttf	(from https://html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/icon/font-awesome.min.css)
19:45:46	149908/149908	---M--	200	added ('OK')	font/woff2	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/webfonts/fa-solid-900.woff2	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/webfonts/fa-solid-900.woff2	(from https://html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/icon/font-awesome.min.css)
19:45:48	909/909	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Nov%202024%2010:25:54%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/webfonts/fa-v4compatibility.woff2	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/webfonts/fa-v4compatibility.woff2	(from https://html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/icon/font-awesome.min.css)
19:45:49	909/909	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Nov%202024%2010:25:54%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/webfonts/fa-v4compatibility.ttf	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/webfonts/fa-v4compatibility.ttf	(from https://html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/icon/font-awesome.min.css)
19:45:50	27406/27406	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/About/mission_img.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/About/mission_img.webp	(from https://html-templates.evonicmedia.com/finteezy/About.html)
19:45:50	394832/394832	---MCZ	200	added ('OK')	font/ttf	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/webfonts/fa-solid-900.ttf	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/webfonts/fa-solid-900.ttf	(from https://html-templates.evonicmedia.com/finteezy/assets/font-awesome-lib/icon/font-awesome.min.css)
19:45:51	42296/42296	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/About/onlineTransfer.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/About/onlineTransfer.webp	(from https://html-templates.evonicmedia.com/finteezy/About.html)
